overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
5,True,"09 3, 2013",A15PI1T34AI562,B0000CD02T,M. Voorhis,Tasty!,"Tasty and available here in bulk, as well as on a schedule.  Win!",1378166400,,,{'Size:': ' 24 Ounce (Pack of 4)'}
4,True,"08 18, 2013",A3V3EEJ917NWOE,B0000CD02T,Eleeka Zolfaghari,Overall a nice different hot cereal great if you make it with unsweetened cocoa powder and add your preferred sweetener,Tasty,1376784000,,,{'Size:': ' 24 Ounce'}
5,True,"05 7, 2013",A65VRC7WMKSNX,B0000CD02T,Lawrence Morgan,"This a great product.  I love the grainy and nugget taste of the cereal.
What I really appreciate about this cereal is that it is organic and full of good stuff.
My regular store that carries organic foods has stopped carrying it, which I feel is a real mistake.
I would happily recommend this to all my friends.",A great organic cereal you can't miss.,1367884800,,,{'Size:': ' 24 Ounce (Pack of 4)'}
5,False,"11 18, 2011",A28P8IWOADT1EP,B0000CD02T,Kelolo,I googled the best way to cook this and a few sites suggest soaking to avoid possible bitterness. After rinsing & soaking for 15 mins I cooked a cup w/ 2/3 water to sample and take for breakfast the next day if I enjoyed the taste. Note I'm a huge cream of wheat fan and I loved the taste and texture of this product. I cooked w/ plain water and this morning at work i put 2 tablespoons of almond milk to help bind while re-heating.. no sugar no extras and it was again enjoyable.,Tasty & Healthy,1321574400,5,,{'Size:': ' 24 Ounce (Pack of 4)'}
5,True,"09 23, 2011",A352G3MC3AOXLF,B0000CD02T,TK,"I love Bob's Red Mill products.  All the grains in this blend are ground, so it can be included in a multigrain bread without more grinding at home.  This is a pantry staple at my house.  And the price is fantastic.",makes great multigrain bread,1316736000,4,,{'Size:': ' 24 Ounce (Pack of 4)'}
5,False,"04 11, 2013",A145Y66ZVOFO40,B0000CDEPD,CFPR,"A little goes a long way. I make custom decorated cookies, so I am always baking. I love this organic vanilla extract and use it for all my baking needs I also use it to make homemade hot cacao for my kids!",The best out there!,1365638400,4,,
5,True,"04 7, 2013",A1R19K6O4IAF5W,B0000CDEPD,Terry,"Very good vanilla extract and organic too! This comes in a close second to my homemade organic vanilla extract. Will keep a bottle in my cabinet, while waiting for mine to ""develop"".",Much easier than making your own.,1365292800,3,,
5,False,"01 10, 2013",A39BAYEP9V94DO,B0000CDEPD,"Me,Myself and I","I love this vanilla! Because of the pure flavor I don't have to use as much to get the flavor I need, which as a baker is important. In exact recipes and delicate creations you want a quality ingredient!

As soon as you crack the cap you can smell the beautiful notes of complex vanilla smells. No an artificial smell of flat notes like an intimation extract. I would never buy another brand again!",Only vanilla I use!,1357776000,6,,
5,False,"01 9, 2013",AKLVP5ZOI5A32,B0000CDEPD,D. D&#039;Ambrosio,"You can tell this is a high-quality gourmet vanilla.  It enhances the flavor of most everything I bake including my chocolate chip cookies.  I also make a vanilla cake with vanilla frosting and besides buying expensive vanilla beans, the Rodelle pure vanilla extract gives the best and most authentic flavor!  You won't be disappointed!",Perfect vanilla taste!,1357689600,8,,
5,False,"09 19, 2012",A1TOP3H49Y5T27,B0000CDEPD,FieryRed,"Rodelle Vanilla is now the only Vanilla I use in my cooking and baking. I have tried other brands but did not have the true Vanilla taste that Rodelle Vanilla has. I do recommend it to anyone who bakes a lot, it will make a difference in your cakes. Your family will thank you when you make the switch to Rodelle Vanilla.",Rodelle Vanilla only Vanilla I use,1348012800,4,,
4,True,"05 10, 2012",A3HOOVXMB12OJX,B0000CDEPD,catohunt,I am pleased with this vanilla. The flavor is potent enough for my use. I have no complaints. I would buy again and recommend this product.,Good Stuff,1336608000,3,,
3,True,"11 4, 2011",A1HG82U7GY9531,B0000CDEPD,J. Paschal,"Okay so for the price, this is to be expected, after all, it's organic. I was in a pinch for vanilla extract (REAL Vanilla Extract) and I bought here on Amazon. I know for the same price, this cost just as much at my local Whole Foods, but I bought here and was quite pleased with the product. It's a real high quality extract and using it in my baked goods and some other dishes, I could tell the difference in taste. I use a lot of vanilla extract so for me the only real downside is/was they don't make it bigger. Perhaps I will have to buy this in bulk.",Organic Vanilla Extract,1320364800,2,,
5,True,"10 15, 2015",A2185MWQ7M1IBF,B0000CDEPD,B and J,"Wow! Simply the best tasting vanilla extract I have ever used! I hope it continues to be marketed with this kind of quality. As long as it is, it will be the only liquid vanilla flavor I use.",Simply the best tasting vanilla extract I have ever used,1444867200,,,
5,True,"06 30, 2015",A48QCY1S6I7TG,B0000CDEPD,Jennifer Edwards,"We always use this vanilla.  It is wonderful for homemade ice cream, cookies, and cakes!",It is wonderful for homemade ice cream,1435622400,,,
5,True,"06 19, 2015",A1IBG6L41YNGDL,B0000CDEPD,Amber Lee,Great flavor and quality product,Five Stars,1434672000,,,
5,True,"05 25, 2015",A32LCT3I2E3RPX,B0000CDEPD,C I M,"1. Good quality vanilla extract
2. You don't need a lot to feel it",Good product,1432512000,,,
5,True,"04 25, 2015",A2Y7G43WS971SL,B0000CDEPD,K.,The absolute best vanilla I have ever used.,Five Stars,1429920000,,,
5,True,"04 23, 2015",AWGCS0CD04WWJ,B0000CDEPD,sammydwaynedesoto,"Very good vanilla extract, yes there is a difference in regular McCormick artificially flavored vanilla. This is actually an extract of real vanilla beans plus its organic to boot. Definately get this one if you want true vanilla flavor.",Its yUm,1429747200,3,,
5,True,"02 18, 2015",AZFP4FPWH8BZ,B0000CDEPD,Karen W.,Really like this!!!,Five Stars,1424217600,,,
5,True,"02 17, 2015",ABNN24KL4T5FB,B0000CDEPD,Jan C.,Has a great flavor.  Have used it in several recipes and it works well.,Has a great flavor. Have used it in several recipes and ...,1424131200,,,
3,False,"02 7, 2015",A2K6XRL5PUKWJ9,B0000CDEPD,abbyjo,"Good quality however, just about every organic vanilla extract on the market has alcohol in it and a lot of alcohol because of an FDA regulation requiring 35% alcohol in vanilla extract (IMHO a useless stupid rule). I don't like alcohol. I find that buying the Grade A vanilla pods (which might take awhile if they come from Asia) allows me to make about five times the amount of extract for the same amount of money. My home-made extract is far stronger than even the best and without alcohol. I use a lot of vanilla. This bottle is small, and overpriced but it is better quality than the others in the same category.

Vanilla is anti-carcinogenic. Alcohol causes disease. Do you think the FDA has your best interests in mind? Abby's advice: get pods and make a glycerin or oil extract yourself.",Not bad but I won't buy it again,1423267200,2,,
5,True,"12 27, 2014",AMDSITICS30KZ,B0000CDEPD,Clay Hill,"Smells really good. I like the flavor.

Cons
* Doesn't come in a bigger size
  - I really don't understand why",Smells really good. I like the flavor,1419638400,,,
4,True,"12 11, 2014",A1U1LH2JOMYF59,B0000CDEPD,Amazon Customer,I like glass bottles better. The brand Simply Organic uses non-alcoholic madagascar vanilla which I also prefer.,It's alright,1418256000,,,
5,True,"11 30, 2014",A3OJNZNUN7WU6A,B0000CDEPD,Mr.Achieve,Great Product!!!,Five Stars,1417305600,,,
5,True,"11 7, 2014",AXF580F0FOGRY,B0000CDEPD,Ned,"Switched over to the subscribe and save version. This is the flavoring I use for drained yogurt with fruit added:

1 cup of yogurt, drained (leaves about a half cup)
cream
powdered coconut milk
1/4 to 1/2 cup fruit
sweetner of choice",Consistent Product,1415318400,2,,
5,True,"10 29, 2014",A8R8SHI8NP5CM,B0000CDEPD,ne14snow,If only this came in a large size. Love Organic products! I am slowly switching all our kitchen purchases to organic and this has been a great vanilla at a reasonable price. The bottle is plastic and small but the product has been a winner. I could never go back to the early days of using imitation vanilla!,Great quality Vanilla that is Organic!,1414540800,,,
5,False,"10 22, 2014",A5IYZV3XDAAUE,B0000CDEPD,Kathleen Price,Great product- I was so used to using Mexican vanilla and this is very close,Five Stars,1413936000,,,
5,True,"10 6, 2014",A2AU8B291O6E1D,B0000CDEPD,Niece,wonderful flavor!,Five Stars,1412553600,,,
5,True,"09 12, 2014",A2LX6YFQG3ES7D,B0000CDEPD,Southern Bella,"I've used a variety of brands for my baking needs but Rodelle really takes the cake-no pun intended! It has made all the difference in my baked goods! For starters I like that there are only 3 ingredients and I can pronounce all if them. Secondly, this is Made in the USA and I couldn't be more thrilled about that :D It's getting harder and harder to find products Made in America (not just U.S. packaged) so that was a bonus in itself. I bake more than the occasional baker and less than the professional. I'm always trying a new recipe and of course I've got classics that I frequently bake. Every good baker knows that your ""extracts"" are one of the keys to your baking success. Cooks have seasoning, Bakers have extracts. As far as extracts go, I'm going with Rodelle. It's middle of the line where costs are concerned and worth the extra dollar or two it might cost compared to the grocery store brand. You won't be disappointed and over time you'll notice the difference in flavoring!",Best Vanilla Extract & it's Made in the USA!,1410480000,2,,
5,True,"08 25, 2014",A3OMV89IWCYOTB,B0000CDEPD,Mary J Stouder,"This is my second bottle.  No comparision to grocery store pure vanilla, and it is a better value.",and it is a better value.,1408924800,,,
5,True,"07 31, 2014",A3SM2R3QY5MX4Q,B0000CDEPD,The Brad,This is the best vanilla I have ever used.,Love it.,1406764800,,,
5,True,"07 8, 2014",A25G2UFKYDJ57Q,B0000CDEPD,Jamin&#039; Ben,"Tastes great, no additives I can't live with, makes ordinary extraordinary. I put it in a glass bottle with a glass dropper for easier use in coffee and other beverages.",makes ordinary extraordinary,1404777600,,,
5,True,"07 5, 2014",A26BNGH7GFB6NP,B0000CDEPD,J,smells super,Five Stars,1404518400,,,
5,True,"06 27, 2014",A2H3BF3NNQYKC9,B0000CDEPD,MarinaNoni,"Excellent quality vanilla, My family is enjoying it very much.  Got here fast and perfect condition.",Five Stars,1403827200,,,
4,False,"04 30, 2014",A1OHG3I7UVGNFV,B0000CDEPD,dd,This is the best tasting vanilla extract out there.  I can't give it 5 stars because it is so expensive.,Rodelle Organic Pure Vanilla Extract,1398816000,,,
5,True,"04 28, 2014",A1RVOM92NT7WTM,B0000CDEPD,Vickie D.,Very good and even better knowing it is organic. Like I said I will continue buying this product.i do a lot of  cooking.,Added it to my subscribe,1398643200,,,
5,False,"04 3, 2014",AR233WAULDNG5,B0000CDEPD,Dr. Jean M. Layton,Using this organic vanilla extract allows the pure scent and flavor to shine in my gluten-free baking.  Love this product!,Quality vanilla means quality results,1396483200,,,
5,True,"01 3, 2014",A19E7CHUAXCPNE,B0000CDEPD,Yeon Joo Kim,So fresh!!! Im a first time Rodelle brand user and totally fell in love. My cakes and cookies taste great. And love the plastic bottle 'cause i order international so i don't have to worry about a broken glass bottle. Will buy again.,Love it,1388707200,3,,
5,False,"09 13, 2013",A1YDEV970V7JTT,B0000CDEPD,detail oriented,"Rodelle vanilla is really good quality vanilla, and one of the secrets to making excellent baked goods! I only use good quality pure vanilla extract in all my baked goods, and Rodelle is top notch! I love the pure vanilla smell that comes from their extract. That beautiful fragrance tells you that this is a great quality product. Do yourself and your family a favor and only use good quality vanilla, like Rodelle!",only use good quality vanilla,1379030400,2,,
5,True,"08 25, 2013",A2Z8GPDA8I9KLF,B0000CDEPD,B. Todd,Very good quality vanilla at a good price. With a family of 6 we go through baking ingredients quickly and were glad to find this as part of the Subscribe and Save listing of items.,Good vanilla at a good price,1377388800,,,
5,True,"07 13, 2013",AY8UH4COUYMGZ,B0000CDEPD,Miss T,"This bottle is a steal, at Whole Foods (at least where I live) a bottle half this size costs twice as much. Before I was also using imitation vanilla, it smells okay but you can smell the fillers. This bottle smells like fresh, pure vanilla. I used it in a lemon poppy seed cake and it was delicious, mild and aromatic! My kitchen smelled WONDERFUL!",The Only Vanilla I'll Buy From Now On!,1373673600,,,
5,True,"06 15, 2013",A1XAPRM0OO15SO,B0000CDEPD,LISA LOU,This was good stuff but I just went thru it too fast. So I bought my last really large bottle at BJ's wholesale and it tastes the same and does the job.,Good stuff,1371254400,,,
5,False,"08 5, 2004",A3FMFTD6PAMSAP,B0000CEO8F,Amy G,"I couldn't stand health bars until I tried these bars from Luna.  They are amazing, filling, taste great, low on calories, and contain soy which is great for you!  I am a total chocolate fanatic and these satisfy my cravings without a doubt!  You have to try them!","Wow, are they really healthy?",1091664000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"05 12, 2015",A2ZEFC7I130MD8,B0000CEO8F,jody,I love this product .I don't understand why they took them off the shelf at my local store. I told everyone I know to try them. I will keep buying this particular one flavor .They have others that are just as good . Try the Lemon zest  Luna bar another very Yummy one . You can't go wrong with any of them .Try it and you will be hook .,I love this product,1431388800,,,{'Flavor:': ' White Chocolate Macadamia'}
5,True,"03 16, 2015",A2VSQFAB6FYLHT,B0000CEO8F,Lucille,Great flavor!,Five Stars,1426464000,,,{'Flavor:': ' White Chocolate Macadamia'}
5,True,"01 7, 2015",A1ACUBBVCJIKC5,B0000CEO8F,elementary teacher,My daughter's favorite!,Great,1420588800,,,{'Flavor:': ' Sunrise Blueberry Yogurt'}
5,True,"12 8, 2014",A291QZUF7BJGO8,B0000CEO8F,Regina I.,Love these bars! Healthy. I always keep one in my purse in case I'm running errands and don't want fast food.,Love these bars,1417996800,,,{'Flavor:': ' White Chocolate Macadamia'}
5,True,"10 28, 2014",A370YSUVJSWNCI,B0000CEO8F,Denise,Yummy bars,Luna Chocolate Peppermint Stick,1414454400,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"02 9, 2014",A11ISEB7BSAL0I,B0000CEO8F,C&amp;ERollins,just as advertised very nice just as described don't make me write a bunch of stuff I don't have time,great,1391904000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"02 8, 2014",A2OI4SY9IH5LP7,B0000CEO8F,Amazon Customer,Luna chocolate mint bar helps beat your chocolate craving. They are so tasty. Moist chewy like a brownie. Thank you!,yummy!,1391817600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
2,True,"09 1, 2013",AFEJGRM8CYR9F,B0000CEO8F,C. Novak,They were good tasting but not like a Mounds bar. They did not help with regard to my health problem. I will not purchase them again.,They were good tasting but not good for health reasons,1377993600,,,{'Flavor:': ' Coconut Chocolate Dip'}
4,False,"03 8, 2013",AY12DBB0U420B,B0000CEO8F,Gary Peterson,"Last night I  bought a Luna Chocolate Peppermint Stick for dessert with my evening meal. The texture was somewhat like saw-cutting grains stuck together but the flavor was quite good, one of the better-tasting nutrition bars. Not bad at all. I guess the granular thingy indicates a lot of fiber, and I can stand that. My nearby Fresh and Easy Neighborhood Market had them on sale for a buck each. Good deal.

Gary Peterson","Very Granular, But Good Tasting Bar.",1362700800,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"01 19, 2013",A17SNKRAC66I46,B0000CEO8F,drsladybug,Always good for an afternoon snack and satisfies my chocolate craving.  Thanks for carrying this product.  Will keep buying them.,Chocolate chunk,1358553600,,,
5,False,"09 9, 2012",A31C0MHUMJ3YSG,B0000CEO8F,cindy s,"I agree with the other reviewer... defiantly tastes like samoes, I tried them and didn't even read the reviews and thought I was eating a samoes cookie. don't know what the other reviewer was talking about!",tasts like samoes,1347148800,,,{'Flavor:': ' Coconut Chocolate Dip'}
3,False,"07 8, 2012",AH4L0WGP61WJ4,B0000CEO8F,Sarah,"I picked a few of these up from the store because of all the rave reviews I've seen all over, many saying how much it tasted like a Girl Scout Samoa cookie. Now obviously I wasn't expecting them to taste exactly the same, but these Luna bars just taste like mildly coconut flavored play-doh. Maybe it's just me, or the one I tasted was from a bad batch, but I didn't like it.",Does NOT taste like Samoas!,1341705600,,,{'Flavor:': ' Coconut Chocolate Dip'}
5,False,"06 25, 2012",A2D3PMLF6SELWY,B0000CEO8F,Lucy M. Ferris,They are my absolute favorites. I get them on auto delivery so I never run out. My 15 year old granddaughter loves them too.,Choco-Raspberry Luna Bars,1340582400,,,{'Flavor:': ' Chocolate Raspberry'}
5,False,"05 26, 2012",A33PNAQ33DGBJG,B0000CEO8F,Michelle Polk,"The best Luna bar so far. They come as close to the girl scout cookies, Samoas. This bar is healthy and DELICIOUS! These two adjectives aren't usually used together when describing a health bar. I slightly heat this bar up in the microwave (at 10 seconds) and drink a glass of milk with this bar.",Mmmmm....good!,1337990400,,,{'Flavor:': ' Coconut Chocolate Dip'}
2,True,"05 10, 2012",A2K2KHTUCS0XNY,B0000CEO8F,Christine Krueger,"I buy these Luna bars (choco peppermint) very frequently, both at Trader Joe's and normal grocery stores.
I ordered this bulk pack from Amazon, but it turns out they are different from all of the others that I have bought.
I won't buy in bulk from here again - the price difference doesn't make up for the decrease in quality of the bars.",Not as good as non-Amazon ordered bars,1336608000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"04 15, 2012",A217PCW72U1ULQ,B0000CEO8F,Danielle,"I love Luna bars, and chocolate peppermint is the second best flavor next to chocolate raspberry (but 15 count box of chocolate raspberry costs way more and I can get them cheaper in stores).",Delicious,1334448000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"03 20, 2012",A2Q56579PRV7K6,B0000CEO8F,krom,"These are delicious supplemental nutrition bars that are easy to digest.  The taste is reminiscent of a ""Thin Mint"" cookie, and the peppermint makes them refreshing.  I will definitely buy these again. Buying them on Amazon is a huge savings as well!",Delicious bars,1332201600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
4,False,"01 26, 2012",A2OEUROGZDTXUJ,B0000CEO8F,J. Graves,"Pretty standard fare for a Luna Bar, which is pretty much a good thing.  Soy crisps laden with pretzel pieces, peanuts, peanut butter smears and peanut butter chips; there is a peanut butter-y sort of candy coating on the bottom portion.  If only there were dark chocolate chips or pieces tossed in the mix...  I guess I'm just a chocoholic, but the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Luna-Bar-Chocolate-Dipped-Coconut-25-4-Ounce-15-Bars/dp/B00498HGG0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Luna Bar Chocolate Dipped Coconut, 25.4-Ounce, 15-Bars</a>&nbsp;really raised the bar on Luna products for me.  All in all, a pretty tasty treat!",Chocolate chips would make it perfect,1327536000,,,{'Flavor:': ' Honey Salted Peanut'}
5,False,"10 19, 2011",A2OWR2PL3DLWS4,B0000CEO8F,Love to Cook,"I'm an almond joy freak, so I was hoping this would be like those candy bars.  It's not- but it's really good anyway.  The chocolate is rich and delicious.  The coconut flavor is much more subdued than in an almond joy (or even in the coconut cookies I am familiar with)- but though it's subdued, you CAN tast it.  It's just not like a macaroon- but there is coconut flavor.  The bar has a nice texture- and I certainly love the way no one flavor overpowers the bar.  This is one excellent snack bar if you can handle the calories 190, and if you don't have a problem with 11 g of sugar.",Wonderful,1318982400,,,{'Flavor:': ' Coconut Chocolate Dip'}
5,False,"09 25, 2011",A3NVML5QD90ADG,B0000CEO8F,Thomas D. Post,"I've eaten Luna bars for years -- and love them.  This price point made me want to order them online -- with the recurring feature.  I wanted to cut down on the waste associated with mailing packages -- so tried to order 6 cases at a time, every six months (rather than a case every month).  I even called and spoke to a sales associate.  What happened?  A few days later, a single case arrived in the mail... *sigh.*  So the price and product were fine, but the service has a LONG way to go.",the best Luna bars out there!,1316908800,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"06 5, 2011",A1YHDDZ3UFIMNP,B0000CEO8F,Plant Lady,"With Luna bars, you either love them or hate them. I love them but in limited quantities. The chocolate raspberry flavor is by far my favorite. If you like chocolate, you will love this bar. I will eat one on the run in the morning. Keeps you full until lunch.",delicious,1307232000,,,{'Flavor:': ' Chocolate Raspberry'}
5,True,"05 8, 2011",A3AOFY3CZ76QTA,B0000CEO8F,LL,"I ordered these for my college roommate since I have amazon prime, and wanted to take advantage of the free shipping. It came right on time (after two days), and well-packaged! Luna bars are a great breakfast bar (if you can't stomach much in the morning), or post-workout bar. Peppermint stick is definitely one of the best flavors!! Thanks!",yay luna bars!,1304812800,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"03 18, 2011",A2OEUROGZDTXUJ,B0000CEO8F,J. Graves,"I do the order for a small grocery store.  When I saw this flavor in the order guide, I ordered it without hesitation.  Luna Bars always sell well, even though I personally am weary of Luna Bars with chocolate in them; the chocolate usually tastes funky, waxy.  Once it arrived, I tried one.  Soooo good!  It's hard to believe that this treat offers health benefits, it's THAT good.  It tastes like a macaroon.  Heaven.  It is now the top selling flavor at the store.",Macaroon Substitute,1300406400,,,{'Flavor:': ' Coconut Chocolate Dip'}
5,True,"03 16, 2011",A1JDSGDDCY3RHR,B0000CEO8F,Teresa A. Barton,"Chocolate Raspberry Luna Bars are so good, it's hard to believe they're good for you!  Rich and satisfying, sweet and moist, yet made of all healthy ingredients.  Amazon Subscribe and Save is the way to go:  to have enough on hand, and to spend less per bar by purchasing a box or more at a time.",Luna Bars are amazing!,1300233600,,,{'Flavor:': ' Chocolate Raspberry'}
5,False,"03 14, 2011",A28LTNA6USAFET,B0000CEO8F,debbmm,These are a terrific way to get fibre and protein into your body in a way that tastes really good.  It really does seem like you are eating a dessert rather than a nutrition bar. And doing it through the automatic shipments saves me time and lots of money!,delicious and priced perfectly,1300060800,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"03 8, 2011",A2DPYMNI2HCIOI,B0000CEO8F,Seek Felicity,"Of all of the Luna Bar flavors, the Chocolate Peppermint Stick is my favorite.  It is very minty and easily chewable.  You don't have to worry about breaking a tooth when you try to eat it.  The bar is dipped in peppermint on one side; the overall chocolate and peppermint is very reminiscent of a peppermint patty.  If I had not looked at the wrapper, I would be able to say this was meant to be a peppermint bar (try doing that with other protein/meal replacement/nutrition bars that claim to be peanut butter flavored or brownie flavored and they taste nothing like their inspiration.)  There is also no vitamin taste.

Overall, the bar is pretty filling and could hold you over between meals.  As it has less than 200 calories, it can be classified as a snack.  I like to eat one of these bars after dinner as a treat and also keep them in my office when I can't leave for lunch.

In sum, if you like chocolate and peppermint, try this bar.",tastes like a peppermint patty,1299542400,,['https://images-na.ssl-images-amazon.com/images/I/51OgNFhGIQL._SY88.jpg'],{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"03 7, 2011",A1VYPGI30PDMJM,B0000CEO8F,A. Farrow,"It's simple:  THESE ARE ADDICTING!!  If I could, I'd eat these things more than 1 time a day!  I limit myself though because they are full of vitamins.  They really give me great energy when I need it.  I have them for a snack, NOT a meal replacement. The are not meant to be a meal replacement bar, just a healthy snack - The website will tell you that.  Enjoy!",Luna Bars,1299456000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"01 19, 2011",A31ZJ7TSY1OCVH,B0000CEO8F,twentysomething,"If you like Samoas or Caramel deLites, then you will love these bars.  Cannot get over how delicious they are!!!",Best Luna flavor yet,1295395200,2,,{'Flavor:': ' Coconut Chocolate Dip'}
5,False,"01 2, 2011",AK7CAW3N1XZV6,B0000CEO8F,Reviewer Dr. Beth,"I like Luna bars, but because I tend to eat them mostly for breakfast, I usually stick more with the fruit-flavored bars (I especially like their&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Luna-Nutrition-Bars-Blueberry-Bliss-1-69-Ounce-Bars-Pack-of-15/dp/B000GPLXN2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Luna Nutrition Bars, Blueberry Bliss, 1.69-Ounce Bars (Pack of 15)</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Luna-Bars-Iced-Oatmeal-Raisin-1-69-Ounce-Bars-Pack-of-15/dp/B000H01QL0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Luna Bars, Iced Oatmeal Raisin, 1.69-Ounce Bars (Pack of 15)</a>).  In addition, I tend to avoid protein bars covered in chocolate, as I have found that the chocolate often tastes quite artificial.  However, I received a free sample of this Chocolate Dipped Coconut bar, so I gave it a try.

I am pleased to report that this bar was delicious!  The chocolate/coconut blend is quite reminiscent of the flavor of a Mounds chocolate bar and not artificial tasting at all--rather, it was rich and chewy, with no unpleasant aftertaste.  In addition, the nutrition profile of this bar is comparable to other Luna bars:  190 calories, 7 grams fat (a bit high, but only 3.5 grams saturated, and no trans fats), 25 grams total carbs, including 3 grams fiber and only 11 grams of sugar, and 9 grams of protein.  Furthermore, the bar is fortified with various vitamins and minerals, from 35% of daily recommendation for Calcium to good amounts of most of the B vitamins.

This is definitely a bar that I would purchase on my own--highly recommended!",Very yummy taste and good nutritional profile too!,1293926400,2,,{'Flavor:': ' Coconut Chocolate Dip'}
3,True,"12 8, 2010",A3TJFQEUXQ93XU,B0000CEO8F,KMG,"I love Luna bars and for the price, these are great!  My only complaint is the condition in which I received them.  The outer shipping box was fine, but the actual box with the Luna bars was open and 2 of the bars had blue ink all over the front of the wrapper.","Good product, great price, but not so great packaging",1291766400,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,True,"09 17, 2010",A2U6366G558PH0,B0000CEO8F,A,"I love Luna Bars! They are so good for you, and taste great. These are my favorite. The package came right on time.",Yumm,1284681600,,,{'Flavor:': ' Chocolate Peppermint Stick'}
3,True,"09 17, 2010",A1VE370D93ASEQ,B0000CEO8F,pepper07,"Yummy Protein Bar, husband even likes.  You can find this cheaper at other stores.",Yummy bar but better priced elsewhere,1284681600,,,{'Flavor:': ' Iced Oatmeal Raisin'}
5,False,"09 13, 2010",A33LCAIVR9GGPD,B0000CEO8F,btsylynn76,"This bar is SO good.  The raisins are plump and soft, the texture is pleasantly chewy.  The cookie, I mean bar,  has a wonderful cinnamon taste and there is no weird aftertaste.  It is so much like a 'real' oatmeal cookie, you'll want a glass of ice cold milk with it.  I will be eating these for breakfast on the run, afternoon snack, or even dessert.","Is it a protein bar, or is it dessert?",1284336000,,,{'Flavor:': ' Iced Oatmeal Raisin'}
5,False,"07 28, 2010",A3PC6C33L07KHA,B0000CEO8F,Laylah,"I've tried Luna bars in the past before, and wasn't impressed by the texture.  I found several of the flavors rather dry and overly sweet.  However, I revisited Luna bars due to a crazy sweet craving I was having, and decided to try Chocolate Raspberry.  Yum, yum!  This has to be the best tasting Luna bar that I've ever tried.  It is very chocolatey with a nice sweet/tart bite of raspberry flavor.",Chocolate Raspberry is the best! Great for midafternoon chocolate cravings,1280275200,,,{'Flavor:': ' Chocolate Raspberry'}
5,False,"08 19, 2009",A1TQ1ET198PB7F,B0000CEO8F,casey byrd,"do not buy here- they are overcharging- you can get them at lunas website box of 15 for 10 $ less, although i will say htis- this flavor- white chocolate macadamia and nuts ver brownie are the best 2 i have tried. the lemon one they sent in the mail was borrible!",good bars but y r they charging 10 $ too much,1250640000,,,{'Flavor:': ' White Chocolate Macadamia'}
4,True,"07 6, 2009",A3DBN9D2ZB6O8P,B0000CEO8F,Luanne Simon,"I like the chocolate raspberry bar the best.  I did not notice that the ones I bought were "" new and improved"".  Generally, my experience is that new and improved means smaller in size and the taste is now different.  Well, not so with these bars.  I think they actually taste better.",Not Bad,1246838400,,,{'Flavor:': ' Chocolate Raspberry'}
5,True,"04 20, 2009",ABLD8DWK2SMJL,B0000CEO8F,Merilyn Sicard,I have purchased many Luna Bars but this one is especially good.  It tastes almost like a candy bar.  Very good.,Luna Bars,1240185600,,,{'Flavor:': ' Iced Oatmeal Raisin'}
4,True,"02 22, 2009",A3BJWL8G1PUUQC,B0000CEO8F,Magdalena Cohen,When combined with a latte this low calorie high protein bar produces a peppermint mocha experience.  Plus each bar has a delightful bit of inspiration inscribed on the back.,Loving Luna,1235260800,2,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"02 11, 2009",A1I4Y26PK6HZ0N,B0000CEO8F,Monique Bradley,These bars are great tasting and very filling. Not small like many bars. And only 3 WW points. I love them.,Awesome,1234310400,,,{'Flavor:': ' Chocolate Peppermint Stick'}
5,False,"11 12, 2008",A2NM6QQZQP7AUX,B0000CEO8F,H. Tozer,This is a great deal!  My favorite flavor Luna Bars is Chocolate Mint.  Having them sent with the automatic delivery is great because I always have them on hand and pay the best price anywhere.  The no shipping charge is an added bonus.,Great Deal,1226448000,,,{'Flavor:': ' Chocolate Peppermint Stick'}
