,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
7342,chris m,Dope!,"What  an ambient place to be in. If books and music is(are) your thing, then you absolutely need to pay this place a visit. They also have like a mini bistro out back, and if you're lucky, you might actually meet the baker making her...signature carrot cake.More",5,01/01/2018,4.5,The Jazzhole
7343,Colin N,Surprised to find this place!,"This small place is packed wall to wall with books, and music, vinyl and CDs. It has a great atmosphere and is like an archive of African music with old posters and information. There are a few tables and chairs at the back where you...can enjoy a decent coffee. Interesting music is playing all the time. Definitely a place to visit and to take young people to teach them about their musical heritage.More",4,01/10/2017,4.5,The Jazzhole
7344,foluke2016,THE place: a grungy ambience for bookworms and music lovers alike!,"Browse through books or even read them whilst enjoying  different background music from jazz to afrobeats, sipping away at your coffee or tea, maybe savouring a carrot cake!  
Spoilt for choice -  vinyl or CDs, paperbacks or hardbacks, international magazines...... also hosts live events, now...that is something!
Parking can be a bit of a challenge though if you don't have a driver. 
Staff is pleasant, but not very well informed regarding books available and prices.
Have been there several times and have recommended it to my expatriate friends as an insider tip! 

Would not call it a restaurant and do not feel it should be referred to as such!More",4,01/04/2017,4.5,The Jazzhole
7345,ViatorErrantis,Superstylish coffe,"Cool and charming place for a coffee or beer meanwhile some good music is playing around. What is remarkable is the great CD and vinyl collection, together with books surrounding the customers.",3,01/03/2017,4.5,The Jazzhole
7346,Michael M,Highly Recommended,"Very cool place to hangout for a coffee and listen to some good music. Great CDs and vinyl.  Owner has  a great selection and great taste in music.  Book selection is fantastic.  Would stay longer, but would have spent too much as there's sooooo much...I wanted.More",4,01/03/2017,4.5,The Jazzhole
7347,Ibadanboy,Nice!,"The Jazzhole used to be THE place to go for jazz music (CDs, vinyl, tapes, etc) back in the day. I remember spending hours here looking for stuf to buy. Still is a nice place to go to find jazz items.",5,01/04/2016,4.5,The Jazzhole
7348,saxxin-,Nostalgic!,"Jazzhole bears nostalgic memories of a once bustling outlet for Jazz buffs like one. Been here a couple of times over the years and have noted the steady decline and absence of prized stuff. Okay, that cannot be disconnected from a once bubbling national economy....There are a couple of books and literature but I really have to source contemporary CDs and DVDs of Jazz music when I travel out!More",4,01/02/2016,4.5,The Jazzhole
7349,ZurielKiru,The Jazzhole,"The Jazzhole has been around for a very long time and remained consistently relevant and true to its course. Rare and hard to find books, CDs & DVDs etc although a little more on the high side.

Located on ever busy Awolowo Road, Ikoyi (just...opposite the Warder's Barracks and near to Polo Park)More",5,01/01/2016,4.5,The Jazzhole
7350,Paul E,Eccentric Music and Literature Lounge,Loved it and could stay for hours. The owner is a large African mother who is warm and inviting. Their music collection (including records) is astounding for any music lover; like wise their literature collection from pan-African to German Chancellor Merkel's biography is worth exploring....Espresso and Carrot Cake with a good book!More,5,01/01/2016,4.5,The Jazzhole
7351,Adiba M,Great collection!,"CDs, books, vinyl.

I enjoyed my visit to Jazzhole. There are a few of sections ranging from Nigerian oldies to hip hop etc.

Some great vinyl pieces as well. There is a coffee shop and book store in the back.

It's worth stopping by if...More",4.5,01/01/2016,4.5,The Jazzhole
7352,Ijeoma S,Nice Place,"I was looking for a book I hadn't been able to find anywhere else in Lagos, and fortunately Jazzhole had it.",4,01/11/2014,4.5,The Jazzhole
7353,ijeh,An oasis from the feverish buzz of Lagos,"The jazzhole is situated in the middle of one of the busiest roads in Lagos, Awolowo road. There are no flashing neon lights or massive signs to signal you have reached you destination so you run the risk of missing it. 
The atmosphere is tranquil...More",4,01/07/2015,4.5,The Jazzhole
7354,chizmix,great selection of music and books,"the jazzhole, has been in Lagos for quite a few years. it prides itself on its selection of music, from jazz to classics to r'n'b. If you're looking for cd's definitely a place to visit. I go there for books. I'm very particular about books...More",4,01/11/2014,4.5,The Jazzhole
7355,ParagSen,Jazzhole is a delight to spend a few hours every now and then.,Kunle and his wife are a fab couple. Great hosts and a storehouse of knowledge in African music. Possibly the best collection of African music in this part of the world. They also have a handsome collection of non African music. And they promote upcoming...More,4,01/10/2015,4.5,The Jazzhole
7356,TheGreenBook2020,Black Libraries Matter,"Ironic , in the month where I had campaigned to keep London's Marcus Garvey Library alive, that I would stumble of this treasure trove of positive pan africanism.  with great ethiopian coffee to boot, and a live music set up",4,01/09/2015,4.5,The Jazzhole
7357,Michael Chima E,Only for the Noble,"Jazz Hole on Awolowo Road in Ikoyi, Lagos Island is more than a restaurant and bar, because it is an exclusive grove for noble intellectuals who respect the dignity and integrity of human creativity in arts and culture and jazz is the music of the...More",4,01/01/2015,4.5,The Jazzhole
7358,WangariB,"Art, Music, Books","If you love music and books, this is a must visit in Lagos. They have an amazing range of Nigerian music my favorite being the Fela tunes that were playing in the background. You can purchase coffee as you sit and read one of the...More",4,,4.5,The Jazzhole
7359,Bch-ave,Great books and music,"I always visit Jazzhole when in Lagos for the unusual book, and the wide selection of music. I am never disappointed. All the classics are there, and contemporary ones too. Well worth the visit.",5,01/05/2015,4.5,The Jazzhole
7360,Ainoa R,The Jazz place of Sundays,"Since I discovered it one month ago, I try to don't miss any Jazz concert.

The environment is charming and invited artists are always great.

People working there make you feel like home.

Wide variety of teas, coffee and the warm carrot cake is mouthwatering....More",5,01/04/2015,4.5,The Jazzhole
7361,MathewF,Very nice café / bookshop /record shop,This is a real gem in Lagos. Run by a very nice women who has created a café/bookshop/record store with a nice atmosphere. The coffee is nice and there is a small selection of cakes. The book part is excellent! Lots of interesting both ranging...More,4,01/10/2014,4.5,The Jazzhole
7362,KayusYussuf,Love Jazz? Books? The Jazzhole is the Place,"If you want triple value for money, that is you want to eat, you want to read and you love some Jazz, then Jazzhole is a square peg in a round hole. Since I am planning a new family, I have started shopping for restaurants...More",4,01/07/2014,4.5,The Jazzhole
7363,Forgodssakeidontcare,Oh! I love it here,"I've been dying to go for ages, and it's not disappointing. The owner must have great taste. Music- excellent. Books - excellent. Coffee - excellent. Cake - excellent. Tea - excellent. What else can I say? It's excellent. 

Parking can be an issue.",5,01/09/2013,4.5,The Jazzhole
7364,Peter551365,Great ambience!,"Lovely owners, great music, great feel! This is one of the real Lagos places.... No real downsides to be honest!",5,01/06/2013,4.5,The Jazzhole
7365,africana,A cosy place,"As said elsewhere, I've been out of Lagos for a while and the Jazzhole was yet another interesting place I visited, A book review was given and I met with some people to listen. Besides listening to an interesting review I was amazed at the...More",5,01/05/2013,4.5,The Jazzhole
7366,tbs4real,Authentic Africa & Diaspora Mix,"Here at Jazzhole, you get a wholesome experience.
Its a meeting point and/or even starting point for African Urban music. They stock all manner of good musics from all genre.
They also do a monthly art exhibition showcasing the African Strenght in Literature, Good music,...More",4.5,01/02/2013,4.5,The Jazzhole
7367,Michael Chima E,An African Lounge with endless Jazz and Soul,I have been to the Jazzhole many times over the years and it is still the only place in Nigeria where you can dine and wine and enjoy great Jazz music and later relax in the lounge to read a book from the largest collection...More,4,01/02/2013,4.5,The Jazzhole
7368,cruuzmarshal c,good books and cds,they have got all the good jazz songs and oldies and every thing jazz i love it so much and if you are in Nigeria and hope to visit i can help you just call me up on +2348082691116 free tour,4,,4.5,The Jazzhole
7369,ZeeGoes,went there for a series of shows,"went there for a series of live shows (spoken words, intrumentals etc)...very artsy fartsy. Chill scene, drinks and snacks are a bit overpriced. Hey, it's Ikoyi, what can one expect? Reminds me of one of those little bookstores in the grungy neighborhoods in the States....More",4,01/05/2012,4.5,The Jazzhole
7370,pjhap,Amazing eclectic collection of second hand books! (and music),"If you are looking for something to read, but not sure what, you can't fail to inspired by something here!  Prices are reasonable too.  You can also sit and enjoy a coffee/drink and/or snack while you make your selection.",4,01/11/2012,4.5,The Jazzhole
7371,John M,Must Visit for the Best in Music and Books,"Kunle has run the Jazzhole for donkey's years. It is one of the best places to pick up the latest CD's from international or local artists. You stand a good chance of actually meeting the artists, as they often hang out here before gigs. 

JH...More",5,01/10/2012,4.5,The Jazzhole
7372,limahoscar,ONCE,"A really great bookstore, music center and cafe, and on the right day, with people willing to have a great conversation!",5,01/12/2011,4.5,The Jazzhole
7373,Ruth H,"Great vibe, lovely food!","This is a wonderful place - a book/music shop with an attached coffee shop. They have loads of different types of tea, fresh coffee, yummy cakes and delicious sandwiches. It is really relaxed and easy-going. Definitely my favourite place in Lagos!",3,01/09/2012,4.5,The Jazzhole
7374,Sam G,Used to be great place,Used to be my favorite hangout here in Lagos. Unfortunately not many normal customers these days yet too many very annoying hookers present.,4,01/10/2022,4,The Long Bar Lagos
7375,Etan O,Sunday evening relaxation,"I've known the proprietor here, Dave Jeeves for quite some time, we have fished together. Decided to have a fillet steak with fries this evening and it was a pleasant surprise. Maybe I shouldn't have been surprised! Tender, juicy, flavourful and a real pleasure sitting...at the newly appointed outside bar. Ambiance was great, fans whirring above my head, ice cold Heineken, chasing a Jack. All round pleasant evening.More",4,01/08/2019,4,The Long Bar Lagos
7376,kathyhK9551WZ,Unusual menu,"Thank you Edincot for your kind words, we appreciated your visitation and patronage.

We look forward to seeing you again",4,01/10/2018,4,The Long Bar Lagos
7377,Mark R,Lots of fun on the weekends,Small and sweet place with great beers and good champagne selection. Unusual tapas menu but fun for stopping in and fun for a Friday night. Ask for Michelle,4.5,01/04/2018,4,The Long Bar Lagos
7378,CSRam,Weekend party with friends,"Thank you Kathy for sharing your experience with us, we are happy you love our beer and champagne selection.  

We appreciate your honest feedback, and we look forward to seeing you again",3,01/05/2018,4,The Long Bar Lagos
7379,gcxotf,Bar with a twist,While in Lagos Long Bar is a great place to kick back and have a drink and bite to eat. The food is pretty good and service it some of the best in Lagos. On the weekends the entertainment is kicked up a notch to...say the least. Do yourself a favor and head to Long Bar if your are in need of a good drinking hole.More,5,01/03/2018,4,The Long Bar Lagos
7380,Kevin S,lagos,"The long bar has some kind of place behind the actual building under thatch roof which can easily sit around 30 people.The waiters there are very good ,give personalized service. the ambiance very good,  Been to this place 3 to 4 times.The starters are very...good.The chips are very well made. Have had variety of dishes here, recently had Singapore noodles it tasted good and was reasonable portion size.We ordered fried rice, we got rice with too much turmeric in it and the potion was very small. and sometimes I see proper main bill being presented and sometimes I get to see only the receipts which they put in the plastic cup given to us and it is totaled and we are told to pay. I think the management has to look into these things.More",5,01/03/2017,4,The Long Bar Lagos
7381,robertgB5456BA,"English pub in Lagos, as much or as little as you want","Went with some colleagues ona Saturday night, a little bit of an upmarket Pat's or Troy
Good company available and decent choice of drinks. Beer cold. What else can you ask for?",4,01/05/2017,4,The Long Bar Lagos
7382,Hardegun,Best Lamb Shank in Lagos!!!,"visited here about 3 times per week when I was working there, friendly staff cold beer and very good food",4,01/03/2017,4,The Long Bar Lagos
7383,abhayd2015,"its a Mans world at Long bar, great Indian food and cheap booze.","Been going to Long Bar on regular and frequent basis for a while now. It is as close as anything i could call my local.
Dave the owner is a friendly guy, helpful and owns a fishing boat, hence the occasional specials of tuna, dorado...etc on the menu. The food is all prepared on site and is very reasonably priced. The good old fashioned favourite of chicken tikka is really very good and naan bread is almost a mal in itself. Drinks are varied and again reasonably priced.
Out back has been changed and is now enclosed, offering some privacy if required and can cater for functions, staff parties etc or an entertaining night out with a few of your mates. The staff are friendly and welcoming. Can get crowded late at the weekends but is not usually an issue and only serves to feed the generally great atmosphere. Passing through then definitely give it a go. If you live in Lagos then notch it up as your local.More",3,01/12/2016,4,The Long Bar Lagos
7384,douglasvh,Great Fish Specials,"English styled pub with  friendly staff, the manager is a wonderful guy, always willing to help. Over the years  and till date, my friends and I have become so fond of Long Bar. Drinks are very reasonable priced and food is above average. God place...to catch up on Rugby games as well.More",4,01/11/2016,4,The Long Bar Lagos
7385,Samjcb,Great Expat Bar with decent food,"Any bar where a 12 years Glenfiddich is priced same as a Chivas, a Red Label and a Smirnoff rocks in my book.
Great place to unwind if you are a single expat, and the best chicken tikkas coupled with absolutely awesome Nan's. its does...get a bit boisterous and like any Lagos bar has a lot of strangers who seem to want to sleep in your bed rather than their own, but as long as you can stay away from them the place is a what a boy would look for in a bar.More",4,01/07/2016,4,The Long Bar Lagos
7386,Mark R,Looking for fun? You will find it here,We usually go here aver week or two to get fish and tandoori chicken. They serve fish specials like barracuda and fresh tuna that the owner catches himself. There is a bar in the front with a more subdued dining area in the back. Not...a family friendly place though. It gets a bit rowdy in the bar at night.More,4,01/09/2016,4,The Long Bar Lagos
7387,SlimBF,Loads of TVs,Great place to drop into for beers and a bite to eat after work. My favourite Bar in Lagos! Always loads of sports to watch with plenty of beer (or anything else you prefer!),4,01/06/2016,4,The Long Bar Lagos
7388,Stewart456,Where the customer comes first,"The boys took me here on a Friday night. Drinks were good and the entertainment was fun. It was a blast. I would suggest that if you are in town you owe it to yourself to check out Long bar on Friday night. It was...packed when we were there  but the atmosphere was great. I was told that the Fish and Chips are the best in town, I should be having them tomorrow night. LOL.More",4,01/05/2016,4,The Long Bar Lagos
7389,Grrzzz,Thronging English style pub,"Gets packed solid Friday and Saturday nights. Reasonable bar menu, the Indian food is worth checking out.",4,01/05/2015,4,The Long Bar Lagos
7390,scottishhobo,Great Fun,"I've been drinking and eating in long bar for a while now and have never been disappointed. The food is good and the service is great. All the bar staff are friendly and greet you with a smile. There are 2 bars, the outside one...More",4,01/01/2016,4,The Long Bar Lagos
7391,Henrique G,Good food with relaxed atmosphere.,"Wow!  What a lot of change can do.  This use to be called Cheers.  Ha, it was nothing close to what you're thinking.  Although, the bar was filled with Norms and Cliffs.  The menu is great and at reasonable prices.",4,01/01/2016,4,The Long Bar Lagos
7392,vicquic,A fairly low standard place,"Good for a late night drink, alongside street walkers and ageing expats. I would not bother to ever go unless in good company and simply seeking to prolong the night not in a hotel bar.",4.5,01/11/2015,4,The Long Bar Lagos
7393,LagosDave,Saturday Fish and Chips,Being based in Lagos I often look for typical British comfort food and Fish and Chips at Long Bar usually hits the point!,5,01/10/2015,4,The Long Bar Lagos
7394,Pieter_Mari,My local in Lagos,"I am a fairly regular at the Long Bar (23A Tony Anegbode Street, Victoria island, Lagos) for their well priced beer, sports channels and pub grub. They have quite a big variety of grub, but don't order Indian food during the day (Lunch) as the...More",4,01/10/2015,4,The Long Bar Lagos
7395,Mooncake1969,great beer and ambiance,"Came to long bar Saturday afternoon for a beer. this was my first visit here and after so many people I know talking about this place I finally gave it a visit.
Excellent service and great chicken wings. cold beer on tap and many other...More",4,01/08/2015,4,The Long Bar Lagos
7396,MosMuffins,Birthday lunch,"Ate lunch here for my birthday.
A lot of items on the menu were not available (I was really looking forward to the soft shell crabs and lobster). But the salmon was lovely. They also made a little brownie cake for my birthday and sang...as well.
The staff were very accommodating, allowing my parents to use some space to pray.More",4,01/04/2021,4,The Sky Restaurant
7397,popeourfriend,A lovely treat,"One thing that makes this resturant a place to be is the sky view when having cocktails. Had a buffet dinner which included big prawns & crawfish, chinese and nigerian dishes.",4,01/11/2019,4,The Sky Restaurant
7398,Kumaran C,Is it really Indonesian / Malaysian food?,"When I searched for Malaysian food it flagged The Sky Restaurant. Excellent ambient and service but the asian food was below average especially the nasi goreng...
Would definitely go back but this is not the place for Malaysian/Indonesian food...",4,01/10/2019,4,The Sky Restaurant
7399,Arzum E,Nice view- A bit pricey,Good option for getting together both for leisure and business dinners. Very nice view yet no hotel’s wifi signal. Employees are nice and neat. Prices are a bit expensive,3.5,01/10/2019,4,The Sky Restaurant
7400,Nikki A,Superb views,"Fine dining high above the city, with superb panoramic views. The quality of food and service both excellent. Great value for money.",4.5,01/10/2019,4,The Sky Restaurant
7401,Chris H,A Great Meal with a View,"The views from the restaurant are awesome with the skyline of Lagos as well as views across the sea. There is a warm feeling about the place which is backed up by impeccable service. The restaurant has a separate bar and small lounge area where...you can have a drink prior to dinner. Dinner was perfect. Crispy chicken spring rolls with really good fresh chilli mix followed by a Nasi Garang. This is fried rice toped with a fried egg with skewers of beef, some crispy chicken, prawns, fish and veg and pickles. It was absolutely magnificent. The evening was accompanied by a piano player stroking the keys in the background.More",4,01/05/2019,4,The Sky Restaurant
7402,Fatima U,WORTH IT,"Every time i have had the pleasure of dinning at sky lounge its worth it. Its upscale and not cheap but the food meets standards service is always great, and if you seat by the window at night the view is worth the money.",4,01/11/2018,4,The Sky Restaurant
7403,KaiUWulff,Perfect spot to eat and wind down,"Upscale, not cheap but very much worth it. They organize as well outrageous parties. Sit on the rooftop, see busy Lagos and enjoy the breeze with a great meal and an endless drinks selection.",3,01/01/2019,4,The Sky Restaurant
7404,546guyl,Fancy restaurant with great view,"Fancy restaurant with great view, located at the rooftop of hotel. Great food, not that cheep a bit expensive for what you receive. But still recommended for the tast test and the view. 
Great drinks huge bar.",4,01/11/2018,4,The Sky Restaurant
7405,JanA3002,"food is not bad, but to expensive for what you get","inexperienced waiters, it takes a lot of time to make take your order.

Food is not bad (african norms), but it cost to much for the plate you get.",5,01/11/2018,4,The Sky Restaurant
7406,GrandTour592220,very refreshing menu and very high end service,this restaurant can clearly compare itself to nice restaurants in Europe. the service is extremely professional the wine list is extremely rich. the manager a french guy. he really knows how to deal with clients. and the food is really upscale. the view and the...terrasse are breathtaking. would definitely recommend itMore,4,01/04/2018,4,The Sky Restaurant
7407,tzar762000,WHAT A VIEW!!!,"The view was magnificent. Calm, serene, relaxing and the ambiance was so comforting. My wife did enjoy the outing. I will be there again.",4,01/09/2018,4,The Sky Restaurant
7408,Omelebele N,wonderful experience everytime i go there,"one of the best location to host a VIP for good meal , fine dinning and the very best of selected wine . good service ,good food and classy price .",5,01/04/2018,4,The Sky Restaurant
7409,Reshu M,Amazing View with great Food,Nice food choices; Great View specially in evening you can see the sea. Lots of vegetarian option - food is really great .,5,01/08/2018,4,The Sky Restaurant
7410,Axel P,Dine with a great view,Great view offered to Lagos in the Sky restaurant. Food is however nothing special but also not bad.,2,01/03/2018,4,The Sky Restaurant
7411,Chris H,A meal with Stunning Views,A great venue for a really good meal. at the top of the Eko the view across VI and the by area are amazing. Really attentive staff with a bar serving a wide array of drinks and cocktails. The meals were great and the lamb...More,4,01/03/2018,4,The Sky Restaurant
7412,ooobabatunde,Average,"So, we thought we'd have a nice quiet dinner. Just as we were about to sit down,  I was immediately welcomed by the noise from a group of guests celebrating a birthday -first turn off! We ordered starters and that took forever to come, when...More",4,01/02/2018,4,The Sky Restaurant
7413,princeiseoluwa,Delicious meal,Lovely place to have a delicious meal in the city of Lagos on a budget. Customer service is good and the place is clean and tidy,4,01/02/2018,4,The Sky Restaurant
7414,MohamadJr,Not impressed,"The food was not fresh, i didnt enjoy it at all. The view is very nice from up above. Service was fast and good. But again i didnt enjoy the food at all",3.5,01/11/2017,4,The Sky Restaurant
7415,tbs4real,Eat the view of Lagos,"Great food, great view. You see Lagos at a glance.  Perfect for large corporate dining and cosy functions.",4.5,01/11/2017,4,The Sky Restaurant
7416,robg417,Spectacular outdoor views,"With one of the best international wine menus this is a place for special occasions. Sitting outside her the service is exceptional, the wine is very good and well stored and the food is perfect. With the outdoor rooftop the Sky has got even better...More",4,01/09/2017,4,The Sky Restaurant
7417,robg417,"Quality dining with a view - a high end ""safe bet""",Had a lunch with a friend a few weeks ago. Lobster salad was fantastic and the rest of the menu equally as enticing. While it can seem a bit pricey (it is lagos!) it is always consistent and and I haven't been let down yet...More,3,01/06/2017,4,The Sky Restaurant
7418,FolaO,Amazing view and ambiance,"This is a really nice upmarket roof bar at Eko Hotel.  Really plush.  I would love to visit again, but I nearly had a heart attack when the bill arrived. We had 4 cocktails in total.  The bill was a mini mortgage.",4,01/02/2017,4,The Sky Restaurant
7419,mjacob007,GReat view good food,We had a group of colleagues at The Sky Restaurant for an official dinner. The setting was great with an bar outside on the terrace of 12+story eko hotel in Lagos. Food was nice too and well organized. pretty expensive even by lagos standards. the...More,3,01/12/2016,4,The Sky Restaurant
7420,Phearphire,Nice setting,"Very nice setting for a romantic dinner, a nice little bit of escapism from the rigours of Lagos life. The live piano player is a nice touch.",4,01/09/2016,4,The Sky Restaurant
7421,Ayo O,For Food and View,"This restaurant grows on you; my first experience of the open air lounge was a sunset overlooking the new Eko Atlantic City. It was beautiful. After a light meal and drinks here, we proceeded to the restaurant for some fine dinning. 

The ambience is set...More",5,01/11/2016,4,The Sky Restaurant
7422,ZeeGoes,Good food,"The first time my family ate here, the food was lackluster. I asked for a medium rare steak and received a well done, teeth hurting meat. No buenos.
We had an 8 course meal and nothing stood out to me, so whenever someone mention going...More",5,01/09/2016,4,The Sky Restaurant
7423,ian a,didnt eat but enjoyed the open air bar overlooking city,"it was so good my wife and i went 3 times in a week, nothing better than sitting watching the sun set with great views, cold beer and nice nibbles, and even though not a resident treated like kings. Great venue, dont be put off...More",4,01/10/2016,4,The Sky Restaurant
7424,beachbummer75,"Great views, perfect for sunset drinks","Nice place for sunset drinks - excellent views of Lagos skyline, beach. Was breezy and spacious. 

Just slight challenge getting waiter attention as they were always indoors",4,01/09/2016,4,The Sky Restaurant
7425,dedoy2000,Lovely,I dont think there's a more romantic place for fine dining in Lagos....stunning city view esp. at nite & warm staff too. The price is definitely worth it,4,01/09/2016,4,The Sky Restaurant
7426,KLLeach,Probably the best food in restaurant and definitely the best view!,If you want to do pre-dinner drinks on a roof terrace with a view then this is your place. The atmosphere in the restaurant is not as cool or hip but I don't think that is what they are aiming at. The service in the...More,4,01/04/2016,4,The Sky Restaurant
7427,Mohammedacyclo,Excellent Food but ambiance could be better,"Had dinner last night with colleagues and the food was amazing! 

They had tuna steak, yom tum soup while I had duck breast and Singapore shrimp noodles. Delicious. 

The inside of the restaurant was not that great, I feel it could do with some upgrade...More",4,01/06/2016,4,The Sky Restaurant
7428,Oyibo2014,Visit the terrace,"Fantastic food.  With the outdoor terrace now, perfect for a drink before hand.  Wonderful view over VI and Eko Atlantic.  Possibly the best restaurant in Lagos.",4,01/05/2016,4,The Sky Restaurant
7429,Ibadanboy,Lovely!,"A lovely restaurant high in the sky. Great food, good service, lovely interior and excellent views. Mice!",3.5,01/04/2016,4,The Sky Restaurant
7430,dodoedward,Best benefit: Breathtaking Sight/Must Have in Layos,"We spend one night with some friends in the Sky Lounge.
The View is just Waou! The view is as good as the view from the Empire State Building. This must be part of your discovery Journey in Lagos.

However we were disappointed by our...More",4.5,01/05/2016,4,The Sky Restaurant
7431,dadachu,"Nice ""white table cloth"" restaurant in Lagos","Great views of the Atlantic - if you get there just before sunset.  Perched atop the Eko hotel - so great views across the city too.  

Excellent selection on the menu - and all very well prepared.  Thoroughly enjoyed our meal - and wine selection...More",5,01/03/2016,4,The Sky Restaurant
7432,Abraham B,@ Eko Sky Restaurant,"This restaurant meets all the expectations of the best. Modern, relaxing and good for a business meal with a separate lounge area and dining area. Service was good. Beers were cold. We all ate different selections off the menu and all agreed this was the...More",4,01/04/2016,4,The Sky Restaurant
7433,ronalds171,best restaurant in town,"Great service as always, the french manager francois does an excellent job in keeping his team motivated and wine choice is on par with any high end restaurant

The menu has many options, and under the guidance of the indonesian chef benjamin they keep up...More",5,01/02/2016,4,The Sky Restaurant
7434,Segaria226,First class food,"I went with a group of 10 from work. The food was comfortably the best I've eaten in Lagos and given the quality and compared with other up market hotel and restaurants there I thought the prices were reasonable. A good wine list too. 

I...More",4,01/03/2016,4,The Sky Restaurant
7435,SubodhB,Excellent view and nice ambiance.,This is roof top restaurant with a terrace. The view of the city and ocean is beautiful especially at night. Sushi platter was good. Nice place to have business lunch or dinner indoors.,2,01/03/2016,4,The Sky Restaurant
7436,Ezeji,Disgrace,"I took a colleague and some friends to the Sky Restaurant. 
My colleague had spent 5 and half years and had contributed immensely to my project and i decided to show her appreciation by taking her and some people to the supposedly first class restaurant...More",4,01/02/2016,4,The Sky Restaurant
7437,Rida_SF,Romantic,"Very Nice resturant, great View on the top floor in ego hotel, very quite. good for couples.Food is very good.",5,01/04/2015,4,The Sky Restaurant
7438,ftennyf,Excellent options,I took someone there for a dinner birthday celebration in the evening. The ambience was excellent and the different buffet options quite helpful. The staff were helpful but I noticed that they were conversing loudly for guests to hear. Service was quite prompt and delightful....More,5,01/01/2016,4,The Sky Restaurant
7439,Paul E,Fine Dining with a View!,If you want to see what Lagos has to offer in the way of expat living and luxury hotel then Eko comes very close to it. I enjoyed the swimming pool area whilst visiting the restaurant.,5,01/01/2016,4,The Sky Restaurant
7440,treaze,My welcome to Lagos Meal,"I had heard of this restaurant and I remember joking to someone that the day I get there,the food better be presented as it looked on the photos. Picture perfect! The layout was a work of art I almost asked permission to start eating.

Kindly...More",4,01/10/2015,4,The Sky Restaurant
7441,Madgie M,Birthday treat,"Took a friend to dinner to celebrate her milestone birthday. She loved it. The soft shell crab starter was delicious. My main course tuna was overdone, but her red snapper was succulent. The vegetables throughout the courses were perfectly cooked and seasoned. Be careful when...More",4,01/11/2015,4,The Sky Restaurant
7442,LagosDave,Send off Total CEO,"My company did a send off party for the outgoing MD of Total and also for the incoming MD.

The food was very varied fine dining with a mixed starter comprising sea food salad and various cold meats delightfully served and plenty of choice.

The...More",4,01/09/2015,4,The Sky Restaurant
7443,mstphy,Eko Buffet,"Lots of choice.  Tasty food!  Not cheap, but worth it.  Eat inside and enjoy the AC or outside by the pool",4,01/02/2015,4,The Sky Restaurant
7444,KapilV611,"a fine dining experience in Lagos on the expensive side, great for special occassions, offers nice city views","Very nice ambience , very nice location if you not get stuck in traffic ......, great city views from the restaurant, menu has limited classy options & prices on the higher side... you will not regret if you have chosen the venue for a special...More",3.5,01/07/2015,4,The Sky Restaurant
7445,PatriciaLoum,"Excellent food, Great ambiance","I have greatly enjoyed my visits to this restaurant. The staff are friendly and the food is world class. The wine selection is very good. The atmosphere in the restaurant is cosy, classy and romantic. The pianist playing during openning hours is one of the...More",4.5,01/09/2015,4,The Sky Restaurant
7446,Deyuze,"Nice View, Good food but Overpriced",I went their with colleagues from work. The view is quite lovely ( I must warn that I've always being partial to waterside views). I expected more variety on the menu. Eventually we settled on their Chinese cuisine (an assortment of various meals which we...More,4,01/08/2015,4,The Sky Restaurant
7447,KemiS,The View is the selling point,"Came here with colleagues. The view of Lagos from here is extremely nice. The overall decor was equally good. As it was a weekday, I would have expected a little more attention to detail from the waiters as the restaurant was not full. The food...More",5,01/07/2015,4,The Sky Restaurant
7448,Naijajohng,"Good view, nice atmosphere, food good, very pricey but don't expect to be ""Wowed"".","On this particular occasion, my wife and I were having our last dinner at the Sky after almost 2 years of expat life in Lagos. Overall, the Eko Hotel is an Oasis in the crowded mega city of Lagos. The Sky Restaurant is appealing and...More",5,01/03/2015,4,The Sky Restaurant
7449,kola S,good experience,We decided to eat out on a sunday afternoon and the entire family visited sky restaurant. it was our first time and we enjoyed ourselves the food was delicious and the environment was just wonderful.,4,01/05/2015,4,The Sky Restaurant
7450,xcellencio,Awesome sky view chilling,Great experience indeed. It's a worthwhile chill any day out. Would recommend unwinding here especially after work hours.,5,01/06/2015,4,The Sky Restaurant
7451,Michael E,Peaceful and serene atmosphere,"The food was nice, service was prompt and very polite, perfect ambiance for a relaxed conversation. It's truly worth visiting.",3,01/06/2015,4,The Sky Restaurant
7452,miracolimuc,Stunning View,"The best for sure is the great view...top of Lagos. Food was very delicious...
Service is good and great atmosphere. Also just worth to get up there and enjoy a drink at the bar. They recently plan/build a outside terrace - will be back for...More",4,01/06/2015,4,The Sky Restaurant
7453,Becky0222,Good place for happy hours,The best thing about this restaurant is the view! And it's best duing sunset time to come up here for a drink with friends. The food is pretty good too but of course it's pricy.,3,01/12/2014,4,The Sky Restaurant
7454,asianink,Small new improvements that really stand out!,"My husband and I have been going to Eko Sky Restaurant for over 6 years. It is pretty much one of the ONLY restaurants we frequent here in Victoria Island, Lagos, Nigeria. It is one of our standard date night establishments. 

It's been over 7...More",4,01/03/2015,4,The Sky Restaurant
7455,Kunzski,Really Nice and Expensive,I visited the restaurant for my wifes birthday in August 2013. She was really impressed and so was i. I would say it's the best restaurant in Lagos and definitely the most expensive too. The view from the top is awesome.  Not sure how impressive...More,5,01/08/2014,4,The Sky Restaurant
